entry_time,exit_time,direction,entry_price,exit_price,stop_loss,take_profit,position_size,pnl_dollars,pnl_pct,exit_reason,capital_after,risk_reward_ratio
2025-12-11 13:00:00,2025-12-11 14:00:00,short,4211.857,4228.666934134768,4228.666934134768,4178.237131730464,0.59,-99.17861139513062,-0.9917861139513061,stop_loss,9900.821388604869,2.0
2025-12-16 01:45:00,2025-12-16 03:00:00,short,4308.853,4284.228388584906,4321.165305707547,4284.228388584906,0.8,196.99689132075582,1.9699689132075582,take_profit,10097.818279925625,2.0
2025-12-18 08:45:00,2025-12-18 13:45:00,short,4326.574,4336.656,4340.066610977458,4299.588778045082,0.75,-75.61500000000251,-0.7561500000000251,timeout,10022.203279925623,2.0
2025-12-19 04:15:00,2025-12-19 09:15:00,short,4317.394,4326.863,4339.964230591907,4272.253538816187,0.44,-41.66360000000022,-0.4166360000000023,timeout,9980.539679925623,2.0
2025-12-23 17:45:00,2025-12-23 23:30:00,short,4472.699,4502.0895399733445,4502.0895399733445,4413.91792005331,0.34,-99.92783590937252,-0.9992783590937252,stop_loss,9880.61184401625,2.0
2025-12-24 10:30:00,2025-12-24 15:30:00,short,4485.893,4453.247,4503.790742952246,4450.097514095509,0.55,179.55299999999852,1.7955299999999852,timeout,10060.164844016248,2.0
2025-12-24 18:00:00,2025-12-25 23:15:00,short,4478.007,4497.988579775533,4497.988579775533,4438.043840448932,0.5,-99.90789887766823,-0.9990789887766823,stop_loss,9960.256945138579,2.0
2025-12-29 05:45:00,2025-12-29 07:00:00,short,4506.734,4469.548796705889,4525.326601647056,4469.548796705889,0.54,200.80009778820204,2.0080009778820203,take_profit,10161.057042926781,2.0
2025-12-30 06:00:00,2025-12-30 08:30:00,short,4373.139,4350.775329241348,4384.320835379326,4350.775329241348,0.91,203.50940390373327,2.035094039037333,take_profit,10364.566446830515,2.0
2026-01-07 03:45:00,2026-01-07 08:45:00,short,4474.683,4468.315,4504.1556642507185,4415.737671498563,0.35,22.288000000001375,0.22288000000001373,timeout,10386.854446830515,2.0
2026-01-08 02:00:00,2026-01-08 07:00:00,short,4446.592,4435.983,4470.271424632751,4399.233150734496,0.44,46.67959999999766,0.4667959999999766,timeout,10433.534046830513,2.0
2026-01-08 08:30:00,2026-01-08 13:30:00,short,4421.146,4433.272,4450.258894519025,4362.92021096195,0.36,-43.65360000000073,-0.4365360000000073,timeout,10389.880446830512,2.0
2026-01-13 01:15:00,2026-01-13 06:15:00,short,4581.854,4584.983,4623.79844764993,4497.965104700142,0.25,-7.8224999999997635,-0.07822499999999763,timeout,10382.057946830511,2.0
