entry_time,exit_time,direction,entry_price,exit_price,stop_loss,take_profit,position_size,pnl_dollars,pnl_pct,exit_reason,capital_after,risk_reward_ratio
2025-12-15 00:45:00,2025-12-15 01:30:00,long,4307.563,4322.860999999999,4301.924267390419,4322.860999999999,1.77,270.7745999999799,2.707745999999799,take_profit,10270.77459999998,2.7130210029830915
2025-12-15 03:15:00,2025-12-15 03:30:00,long,4323.864,4322.860999999999,4302.324384748121,4322.860999999999,0.48,-4.814400000002934,-0.04814400000002934,take_profit,10265.960199999978,0.04656536285684698
2025-12-16 16:00:00,2025-12-16 16:15:00,long,4315.681,4305.267250452722,4305.267250452722,4345.710999999999,0.99,-103.09612051805024,-1.0309612051805024,stop_loss,10162.864079481928,2.8836875578450716
2025-12-17 01:15:00,2025-12-17 02:45:00,long,4316.94,4312.021830041746,4312.021830041746,4332.091,2.07,-101.80611813584127,-1.0180611813584128,stop_loss,10061.057961346087,3.0806174102576085
2025-12-17 13:00:00,2025-12-17 13:30:00,long,4323.201,4336.399,4318.463612511105,4336.399,2.12,279.7976000000068,2.7979760000000677,take_profit,10340.855561346094,2.785923682818217
2025-12-19 13:30:00,2025-12-19 14:00:00,long,4329.603,4326.871215073952,4326.871215073952,4338.099,3.79,-103.53464869722002,-1.0353464869722002,stop_loss,10237.320912648875,3.1100544991625543
2025-12-22 21:30:00,2025-12-22 23:00:00,long,4445.092,4448.929,4436.028423779506,4448.929,1.13,43.35810000000501,0.4335810000000501,take_profit,10280.67901264888,0.4233428292161911
2025-12-23 11:45:00,2025-12-23 12:00:00,long,4493.501,4488.462272660248,4488.462272660248,4512.689,2.04,-102.79003773093791,-1.027900377309379,stop_loss,10177.888974917942,3.8081044490383262
2025-12-24 02:00:00,2025-12-24 02:45:00,long,4511.646,4504.670277372973,4504.670277372973,4534.477999999998,1.46,-101.84555035458979,-1.018455503545898,stop_loss,10076.043424563351,3.2730659203016974
2025-12-26 13:45:00,2025-12-26 14:15:00,long,4525.108,4527.6089999999995,4511.639711126844,4527.6089999999995,0.75,18.757499999994707,0.18757499999994706,take_profit,10094.800924563346,0.18569545274486404
2025-12-30 13:15:00,2025-12-30 13:30:00,long,4393.515,4383.531323056844,4383.531323056844,4425.186000000001,1.01,-100.8351371258832,-1.008351371258832,stop_loss,9993.965787437462,3.172278127620001
2026-01-06 16:15:00,2026-01-06 21:15:00,long,4483.425,4494.071,4476.005308026939,4507.508,1.35,143.72099999999637,1.4372099999999637,timeout,10137.686787437458,3.2458220755576246
2026-01-07 23:30:00,2026-01-08 00:15:00,long,4461.814,4457.0614421031005,4457.0614421031005,4475.094,2.13,-101.22948320396608,-1.0122948320396608,stop_loss,10036.457304233492,2.794284738469476
2026-01-09 10:45:00,2026-01-09 11:30:00,long,4472.637,4469.522468555786,4469.522468555786,4486.2119999999995,3.22,-100.28791250368286,-1.0028791250368285,stop_loss,9936.169391729809,4.358601042612609
