entry_time,exit_time,direction,entry_price,exit_price,stop_loss,take_profit,position_size,pnl_dollars,pnl_pct,exit_reason,capital_after,risk_reward_ratio
2025-12-15 15:30:00,2025-12-15 15:45:00,short,4323.306,4320.640999999999,4338.974774548314,4320.640999999999,0.64,17.05600000000559,0.1705600000000559,take_profit,10017.056000000006,0.17008349898605288
2025-12-15 21:15:00,2025-12-15 23:00:00,short,4303.838,4307.314435179617,4307.314435179617,4290.155,2.88,-100.1213331729843,-1.001213331729843,stop_loss,9916.934666827021,3.935928413169908
2025-12-16 04:45:00,2025-12-16 09:45:00,short,4289.085,4280.361,4293.281851321096,4261.758000000001,2.36,205.8864000000038,2.058864000000038,timeout,10122.821066827024,6.511310005822085
2025-12-18 08:00:00,2025-12-18 09:30:00,short,4328.453,4321.777,4331.915140201249,4321.777,2.92,194.93920000001125,1.9493920000001126,take_profit,10317.760266827036,1.9282870166817576
2025-12-18 12:00:00,2025-12-18 13:30:00,short,4324.083,4327.305359147751,4327.305359147751,4312.825,3.2,-103.11549272804406,-1.0311549272804406,stop_loss,10214.644774098992,3.493713606646192
2025-12-24 13:15:00,2025-12-24 13:30:00,short,4479.085,4485.48799357039,4485.48799357039,4464.041999999999,1.6,-102.44789712624333,-1.0244789712624334,stop_loss,10112.196876972748,2.34936984312554
2025-12-31 21:15:00,2025-12-31 21:30:00,short,4310.07,4315.971371941862,4315.971371941862,4291.6539999999995,1.71,-100.91346020585107,-1.0091346020585106,stop_loss,10011.283416766897,3.1206302841822864
2026-01-07 03:45:00,2026-01-07 04:00:00,short,4474.683,4470.543999999999,4489.157164250718,4470.543999999999,0.69,28.559100000007124,0.2855910000000712,take_profit,10039.842516766905,0.28595778853316184
2026-01-07 12:30:00,2026-01-07 12:45:00,short,4449.974,4453.672027421596,4453.672027421596,4425.1849999999995,2.71,-100.21654312524416,-1.0021654312524415,stop_loss,9939.625973641661,6.703303457199363
2026-01-08 02:00:00,2026-01-08 02:30:00,short,4446.592,4437.018,4455.540424632752,4437.018,1.11,106.27139999999572,1.062713999999957,take_profit,10045.897373641657,1.0699089943673394
2026-01-13 12:15:00,2026-01-13 12:30:00,short,4580.522,4585.703866002276,4585.703866002276,4562.830000000001,1.94,-100.52820044416148,-1.0052820044416149,stop_loss,9945.369173197496,3.414214105927691
