entry_time,exit_time,direction,entry_price,exit_price,stop_loss,take_profit,position_size,pnl_dollars,pnl_pct,exit_reason,capital_after,risk_reward_ratio
2025-12-11 18:45:00,2025-12-12 00:45:00,long,4268.103,4269.595,4213.420718191303,4377.467563617393,0.18,2.6856000000003406,0.026856000000003405,timeout,10002.6856,2.0
2025-12-17 02:45:00,2025-12-17 07:45:00,long,4314.266,4317.899,4297.7000677722335,4347.397864455532,0.6,21.798000000004322,0.21798000000004322,timeout,10024.483600000005,2.0
2025-12-22 15:30:00,2025-12-22 20:30:00,long,4427.808,4434.724,4402.448678715838,4478.526642568325,0.4,27.66400000000067,0.27664000000000666,timeout,10052.147600000006,2.0
2025-12-30 07:30:00,2025-12-30 12:30:00,long,4377.0,4399.744,4344.603520223696,4441.7929595526075,0.31,70.50639999999903,0.7050639999999904,timeout,10122.654000000004,2.0
2026-01-02 01:30:00,2026-01-02 06:30:00,long,4346.774,4374.517,4299.952007104896,4440.417985790208,0.22,61.03459999999886,0.6103459999999886,timeout,10183.688600000003,2.0
2026-01-05 11:30:00,2026-01-05 12:30:00,long,4424.15,4407.096840137724,4407.096840137724,4458.256319724551,0.6,-102.31895917365364,-1.0231895917365363,stop_loss,10081.36964082635,2.0
2026-01-06 05:30:00,2026-01-06 10:30:00,long,4463.065,4451.082,4424.163176110024,4540.86864777995,0.26,-31.15579999999809,-0.31155799999998096,timeout,10050.21384082635,2.0
2026-01-07 00:30:00,2026-01-07 01:00:00,long,4489.846,4474.589391510868,4474.589391510868,4520.359216978262,0.66,-100.6936160282672,-1.006936160282672,stop_loss,9949.520224798083,2.0
2026-01-08 17:00:00,2026-01-08 23:00:00,long,4459.989,4476.937,4402.663915285338,4574.639169429323,0.17,28.811600000000546,0.2881160000000054,timeout,9978.331824798084,2.0
2026-01-12 09:45:00,2026-01-12 14:45:00,long,4589.117,4602.226,4562.212155470573,4642.926689058855,0.37,48.503299999998035,0.4850329999999804,timeout,10026.835124798083,2.0
