entry_time,exit_time,direction,entry_price,exit_price,stop_loss,take_profit,position_size,pnl_dollars,pnl_pct,exit_reason,capital_after,entry_idx,pattern_signal_direction,feature_rsi,feature_ema_20,feature_ema_50,feature_ema_200,feature_atr,feature_atr_percentile,feature_volume_ratio,feature_body,feature_upper_wick,feature_lower_wick,risk_reward_ratio
2025-12-11 14:45:00,2025-12-11 19:45:00,long,4230.138,4273.616,4201.297148604836,4287.819702790327,0.35,152.1730000000002,1.521730000000002,timeout,10152.173,57,bullish,58.06789688391148,4222.105428496828,4220.591292139059,0.0,7.7897027903279525,0.5211480362537765,2.328712412069365,13.574000000000524,0.7589999999991051,1.2339999999994689,2.0
2025-12-12 05:30:00,2025-12-12 08:45:00,long,4277.836,4308.993970003728,4262.257014998137,4308.993970003728,0.65,202.52680502422754,2.0252680502422753,take_profit,10354.69980502423,112,bullish,59.10118736179615,4271.711258850683,4266.529162026421,0.0,4.961970003727072,0.04380664652567976,1.2031169167097775,3.5450000000000728,1.475999999999658,0.1320000000005166,2.0
2025-12-15 00:45:00,2025-12-15 05:45:00,long,4307.563,4343.484,4284.695267208068,4353.2984655838645,0.45,161.64450000000127,1.6164450000000128,timeout,10516.344305024231,185,bullish,55.983514039972846,4302.331259208798,4302.141742860464,0.0,7.415465583865201,0.4420946626384693,0.6288229032616812,2.181999999999789,0.2960000000002765,1.9149999999999636,2.0
2025-12-17 00:00:00,2025-12-17 05:00:00,long,4312.636,4332.551,4294.590446082668,4348.727107834666,0.58,115.50699999999978,1.1550699999999978,timeout,10631.85130502423,366,bullish,60.2666721842063,4306.783099218363,4304.426202328376,4299.4444995954855,5.58310783466287,0.11228600201409869,0.7382188949297389,4.731000000000677,0.6189999999996871,0.5389999999997599,2.0
2025-12-17 12:15:00,2025-12-17 17:15:00,long,4321.341,4337.075,4303.656871520469,4356.709256959062,0.6,94.40399999999681,0.944039999999968,timeout,10726.255305024228,415,bullish,53.32908570821822,4319.086099866291,4318.371391831923,4307.907788521835,5.592256959061443,0.11379657603222558,0.9342910153020924,4.717000000000553,1.9739999999992506,0.6039999999993597,2.0
2025-12-17 21:00:00,2025-12-18 03:00:00,long,4343.907,4335.778,4316.7893123366875,4398.142375326625,0.4,-32.51599999999962,-0.32515999999999623,timeout,10693.739305024228,450,bullish,60.117045933484874,4337.919231168547,4332.206689880074,4316.076384099191,7.04537532662507,0.37210473313192344,0.3976644130301168,2.6239999999997963,1.9369999999998981,0.6790000000000873,2.0
2025-12-19 14:30:00,2025-12-19 19:30:00,long,4334.824,4346.775,4317.804778392522,4368.8624432149545,0.63,75.29130000000013,0.7529130000000013,timeout,10769.030605024229,608,bullish,62.286979275868184,4328.493274088646,4327.456995860175,4326.122011198902,5.698443214955701,0.1324269889224572,2.819696531194443,7.169999999999163,3.17200000000048,1.0600000000004002,2.0
2025-12-22 17:45:00,2025-12-22 23:45:00,long,4438.47,4460.243,4405.569021862991,4504.271956274019,0.33,71.85090000000046,0.7185090000000047,timeout,10840.88150502423,713,bullish,64.53776025645988,4429.370684608645,4415.672421101988,4372.28005368641,7.03995627401851,0.3716012084592145,0.46716964363341285,2.6390000000001237,0.43800000000010186,0.49800000000050204,2.0
2025-12-23 13:00:00,2025-12-23 13:45:00,long,4494.478,4475.575033042113,4475.575033042113,4532.283933915774,0.57,-107.74691165995446,-1.0774691165995447,stop_loss,10733.134593364275,786,bullish,62.7794393157048,4486.131706123673,4478.383058517613,4425.598566050999,5.239933915772979,0.06847935548841894,2.096326209002265,7.971999999999753,0.26199999999971624,0.4760000000005675,2.0
2025-12-23 18:45:00,2025-12-24 00:45:00,long,4484.408,4511.885,4426.110246012632,4601.003507974737,0.18,49.45859999999975,0.49458599999999747,timeout,10782.593193364275,809,bullish,60.28372686930299,4473.301740353029,4473.140595181429,4434.478539329783,8.887507974735055,0.6661631419939577,0.3954207148896065,7.905999999999949,0.7049999999999272,0.0,2.0
