entry_time,exit_time,direction,entry_price,exit_price,stop_loss,take_profit,position_size,pnl_dollars,pnl_pct,exit_reason,capital_after,entry_idx,pattern_signal_direction,feature_rsi,feature_ema_20,feature_ema_50,feature_ema_200,feature_atr,feature_atr_percentile,feature_volume_ratio,feature_body,feature_upper_wick,feature_lower_wick,risk_reward_ratio
2025-12-15 20:45:00,2025-12-16 02:45:00,short,4304.48,4289.922,4331.4404573692445,4250.55908526151,0.37,53.86459999999997,0.5386459999999996,timeout,10053.8646,265,bearish,39.75676185121881,4310.204202354006,4317.52401527454,4298.310494873301,7.280914738489306,0.4204431017119839,0.56360476615683,1.162000000000262,2.0770000000002256,0.4279999999998836,2.0
2025-12-18 08:00:00,2025-12-18 13:00:00,short,4328.453,4316.497,4340.01914020125,4305.320719597502,0.87,104.01720000000114,1.0401720000000114,timeout,10157.881800000003,490,bearish,40.90310759479766,4332.986601169077,4333.188417103862,4321.952479331919,4.526280402498844,0.015105740181268883,1.4385325462541105,2.925999999999476,1.212999999999738,3.498000000000502,2.0
2025-12-19 00:15:00,2025-12-19 05:15:00,short,4331.239,4319.915,4344.403979542627,4304.909040914745,0.77,87.19479999999704,0.8719479999999705,timeout,10245.0766,551,bearish,47.39814439166447,4333.261606915328,4333.27743995859,4326.684261877796,6.529959085254444,0.28348439073514603,0.586206338153612,1.1169999999992797,0.9400000000005093,2.2359999999998763,2.0
2025-12-19 07:30:00,2025-12-19 09:45:00,short,4324.871,4332.113338933132,4332.113338933132,4310.386322133737,1.41,-102.11697895715524,-1.0211697895715526,stop_loss,10142.959621042844,580,bearish,50.57048753369647,4324.342042463959,4326.061421923606,4325.580238611373,5.176677866263212,0.06042296072507553,0.7552482007425787,2.5799999999999272,2.09900000000016,0.0,2.0
2025-12-29 05:00:00,2025-12-29 06:45:00,short,4514.612,4478.0933960678,4532.8713019661,4478.0933960678,0.56,204.50418202031872,2.045041820203187,take_profit,10347.463803063163,1016,bearish,49.52795963136693,4514.245151128499,4516.693017763048,4501.374454879398,9.716603932200345,0.7774420946626385,0.5207913083483738,1.0720000000001164,0.0,4.8530000000000655,2.0
2025-12-30 04:45:00,2025-12-30 05:15:00,short,4363.481,4374.19754069172,4374.19754069172,4342.047918616559,0.97,-103.95044470968578,-1.0395044470968577,stop_loss,10243.513358353477,1107,bearish,57.613252221441,4356.1968855031255,4362.322713860076,4428.715426378054,8.895081383439742,0.6696878147029205,0.38999327971558023,3.4080000000003565,0.39800000000013824,1.2469999999993888,2.0
2026-01-07 10:15:00,2026-01-07 15:15:00,short,4459.826,4441.945,4478.371243771324,4422.735512457352,0.55,98.34550000000172,0.9834550000000173,timeout,10341.858858353478,1589,bearish,44.66534766030399,4462.884992882056,4467.426907192067,4451.523182316201,7.060487542646318,0.3741188318227593,0.5907417942853163,4.872000000000298,1.9470000000001164,1.219000000000051,2.0
2026-01-07 19:30:00,2026-01-08 01:30:00,short,4453.392,4447.603,4472.671812340654,4414.832375318692,0.54,31.260599999998707,0.31260599999998706,timeout,10373.119458353478,1626,bearish,50.77835051082153,4452.406344689874,4454.941932696352,4451.332833383658,8.589624681305416,0.621852970795569,0.5431355181576617,2.826000000000022,3.918999999999869,0.1069999999999709,2.0
2026-01-08 10:15:00,2026-01-08 15:00:00,short,4424.667,4443.4118745459145,4443.4118745459145,4387.177250908172,0.55,-103.09681000252795,-1.0309681000252795,stop_loss,10270.02264835095,1681,bearish,41.15827481367179,4430.878125968048,4437.5067981717375,4446.503585287561,7.019749091828679,0.36555891238670696,0.704432182271271,4.606999999999971,1.376999999999498,1.649000000000342,2.0
2026-01-13 05:45:00,2026-01-13 10:45:00,short,4592.164,4586.3,4605.947590222073,4564.5968195558535,0.75,43.979999999996835,0.4397999999999683,timeout,10314.002648350946,1939,bearish,47.79050842196697,4594.303829014142,4594.354725669042,4555.805436853454,7.4011804441445905,0.4405840886203424,0.9640338419334087,2.1530000000002474,1.7030000000004293,0.9510000000000218,2.0
